183557,897336,2
199648,365062,4
420943,52311,10
420943,187242,3
420943,189770,2
420943,548986,5
420943,843942,8
450235,419525,9
450235,495084,3
450235,506762,4
468356,284746,2
414583,618724,8
422731,147222,8
440477,36623,7
454008,100551,5
454008,468757,7
426308,182549,4
426308,201769,4
426308,644514,10
465104,341359,3
465104,717659,5
462181,910698,7
408997,871706,8
444685,841685,7
447985,217524,9
457131,98070,3
457131,162824,5
457131,486872,5
457131,727592,9
339987,17412,2
339987,109040,4
342415,108690,8
342415,113717,8
342415,342267,3
342415,532480,10
342415,602671,3
342415,614624,5
342415,748525,4
359507,593618,5
400375,57249,10
302443,403262,4
489463,54147,8
502063,374959,5
503135,123609,8
503135,172027,5
503135,612125,3
503135,775326,9
523986,189594,1
523986,410734,6
548181,912663,10
554370,553675,8
554370,733160,4
533556,111381,6
496029,481608,10
496029,682094,1
496029,857520,4
523638,321004,3
523638,613611,3
539703,221285,7
554001,159447,2
554001,469799,6
554001,859964,1
554001,901269,6
487434,163710,6
487434,479240,8
501753,584323,1
522182,199870,2
522182,305657,1
532397,124992,2
532397,586268,3
433638,674191,10
442036,815484,5
469238,109537,3
469238,364680,3
469238,754000,9
270431,7577,6
270431,672765,6
279702,510375,3
290647,476793,6
290647,535842,4
294479,262691,4
294479,662047,1
294479,714912,3
294479,865366,2
304774,50732,2
304774,172695,2
304774,214995,3
304774,284935,5
304774,673754,1
304774,730418,3
314876,475983,8
604838,308723,6
604838,660585,1
604838,804845,3
611929,407440,8
647548,897917,4
571957,565515,2
571957,869295,9
575963,4864,2
575963,656532,6
577893,111697,8
577893,139057,2
577893,911820,7
581477,465471,5
581477,830956,4
581477,870266,8
595340,85396,10
599706,42341,1
567304,428037,6
567304,681972,10
567304,825366,4
571175,334480,4
575106,887866,6
592839,752435,4
592839,905731,2
599833,560629,1
498045,885369,8
511979,553741,2
511979,709231,8
511979,889908,8
322128,257872,8
322128,331378,5
340267,201314,3
394051,528626,3
657083,347129,9
657083,737616,7
671916,91045,1
671916,486006,2
695584,298511,10
695584,730163,7
695584,765729,10
695584,817693,2
709582,242878,2
645735,3956,10
645735,502349,6
645735,648832,10
683217,238891,1
683217,389670,9
683217,694699,3
712795,721054,4
676744,755062,5
679698,789300,4
693658,57876,6
693658,115827,3
693658,444497,4
699114,94635,7
699114,658961,7
716648,224898,7
716648,233011,1
716648,363791,2
716648,532026,6
721446,180337,6
721446,702222,4
721446,733358,9
721446,854257,2
684907,503890,7
685387,251322,7
685387,328200,3
685387,710120,10
700080,797904,9
593998,89164,10
593998,238282,6
593998,411624,3
615102,832775,4
326588,269744,10
336099,153209,5
358252,34174,7
730542,329173,4
730542,833196,10
762175,211547,10
762175,482195,1
762175,486006,5
762175,495686,6
763041,215448,5
763041,348354,9
763041,430337,4
763041,484284,2
763041,512696,2
787009,46839,9
787009,203737,3
787009,205161,2
787009,205162,7
787009,222605,4
787009,691564,3
740953,14354,1
740953,699541,1
756715,178928,8
756715,725789,4
756715,912694,10
805743,452695,1
736479,155347,9
736479,577572,9
736479,770218,10
761291,614840,10
746404,198078,4
754031,183067,6
754031,250867,3
754031,388724,1
754031,595031,7
764174,766049,3
774203,650179,1
789955,870680,3
797365,20256,4
797365,888780,5
655389,628691,7
431854,395834,5
431854,486434,3
431854,809035,10
456804,89168,2
813119,334249,2
813119,616857,8
813119,726065,6
868136,314740,2
852209,233703,7
852209,869323,9
853136,119297,6
855988,739578,5
855988,887443,10
861158,731241,4
861158,866812,10
822458,714716,3
822458,879817,9
836034,417937,8
836034,422517,10
740743,516144,8
741359,634811,9
764621,907248,5
786615,571320,9
786615,900336,10
796956,200864,4
796956,251531,4
796956,275381,8
796956,659396,10
405922,894678,10
891439,230904,5
891439,502283,1
906185,68941,4
892963,888032,10
912508,515831,8
912508,574974,5
912508,629678,3
912508,667562,1
894222,636015,8
892423,200795,2
892423,219652,6
892423,482004,4
899066,153302,9
851533,234940,3
851533,854102,6
852072,726490,3
520118,43652,6
543575,616919,5
547144,82400,7
589475,378123,1
589475,636426,5
609150,364970,7
609150,775365,9
616905,420145,7
616905,672816,9
616905,729351,6
625920,259207,2
625920,495304,4
625920,813206,4
637302,621177,1
669772,256502,9
683150,377071,9
683150,842123,1
703321,624116,9
703321,676284,8
704404,101905,9
704404,261641,7
704404,268963,2
704404,294574,10
704404,323701,4
704404,428488,3
704404,698322,2
617709,408816,7
735820,847989,9
736587,130237,3
736587,712592,8
654841,162419,6
654841,790240,8
654841,832269,3
685588,292877,9
695891,200495,3
707790,625327,10
824760,852113,3
756751,429589,8
756751,867804,6
776473,210722,10
776473,488391,7
779954,784448,3
887202,908544,3
888737,185067,7
888764,239466,5
888764,432836,6
821610,431071,10
833793,58333,5
852957,4898,4
852957,740069,4
876053,219428,3
876053,367034,4
876053,410971,2
879219,155455,6
879219,484800,3
879219,515668,3
879219,762605,7
879219,817266,1
879963,323129,4
7042,66232,6
7042,573721,5
7042,716021,6
7042,721082,9
14342,478305,7
55308,341331,1
55308,451646,8
75697,161881,10
75697,267143,2
3755,103498,9
13825,132001,9
13825,153967,5
13825,642780,1
13825,779319,1
19840,256220,6
49496,787189,6
61826,348703,4
61826,575096,10
61826,656308,8
61826,778023,1
61826,842480,7
70191,159789,8
70191,417641,7
70191,629675,1
70191,691214,1
70191,848876,5
70449,15652,4
70449,54147,5
70449,331133,1
7843,462380,2
10670,579273,10
45779,347756,5
45779,527006,10
50451,254344,7
36910,222136,9
50920,913053,8
39782,49592,5
39782,467719,4
56865,187455,10
56865,357645,6
79781,538137,7
113752,707931,7
113752,895164,7
81133,461203,9
102198,523387,8
146625,293434,10
121240,397885,1
143877,342459,1
100156,20691,9
100156,233960,8
100156,392830,1
100156,414948,2
100156,782063,7
102355,315014,8
102355,452440,2
102355,814643,7
122762,254813,2
122762,764741,9
126718,384666,4
126718,849010,10
149181,547454,3
5105,849638,9
46582,77266,10
46582,866871,6
46582,884391,2
46582,907463,6
85708,223914,9
88081,689669,2
197797,72452,6
197797,891647,9
206703,137773,7
206703,887211,6
223250,190055,9
223250,653892,9
223250,715290,6
223250,740022,2
223250,791867,6
173626,654695,4
191030,777975,8
191030,793482,5
219432,55138,4
219432,73403,9
219432,171174,5
219432,254592,2
219432,754433,7
219432,764759,7
220552,576851,4
226903,140082,8
238953,721034,3
189712,468920,7
198771,452291,4
223000,278,3
195751,290013,3
219689,205259,6
219689,891848,7
225036,483614,10
112774,590446,4
140322,332592,3
145497,392105,8
145497,555282,1
149989,230169,7
149989,328122,1
149989,601628,9
152795,557764,8
152795,905204,4
257030,115274,9
291119,106895,6
291119,265435,8
291119,344770,8
291119,449067,9
291119,483648,9
291119,675919,5
284690,835691,5
285618,108809,6
285618,188584,3
307235,727681,7
297982,303766,4
297982,603107,9
251107,203402,6
265718,913590,9
265718,915103,10
266623,159850,1
266623,636015,10
296504,163983,4
296504,539241,4
164322,452291,10
164322,644625,7
167081,165459,3
167081,589120,2
167081,706210,2
167081,807283,1
202255,785224,4
204427,316885,9
206043,648341,5
206043,712707,2
352147,535024,9
352147,725446,5
352147,863926,10
361219,787196,10
381184,156894,10
323661,244888,9
337885,654197,1
337885,721816,4
373894,861918,6
376673,847024,4
333006,200583,5
388511,437034,9
396961,499775,4
347903,612258,4
363706,762817,9
363706,812060,6
363706,843054,1
363706,869292,6
393930,160770,1
393930,310049,7
393930,331773,2
393930,450196,9
393930,661504,4
393930,794855,1
281117,619710,6
289182,128373,7
183557,125688,3
183557,428810,3
183557,748905,4
183557,866199,8
199648,392725,1
199648,677655,10
420943,750941,7
468356,267261,10
422731,47035,3
422731,214410,6
422731,574033,10
422731,775433,2
440477,464822,8
454008,801238,5
454008,832935,3
426308,450840,4
426308,648563,4
407577,702697,1
407577,889390,5
462181,456468,8
472670,323129,3
405759,245852,3
405759,812943,9
408997,838745,9
436670,70327,4
443363,704396,8
457131,29545,3
342415,78021,1
342415,120154,4
342415,139420,2
342415,557124,4
359507,447696,7
400375,185513,5
489463,198804,5
507521,824742,7
523986,234143,1
548181,816754,7
554370,368607,5
503171,669190,5
533556,408280,9
533556,559071,8
554591,646796,2
561054,124261,3
561054,381288,3
496029,336174,8
496029,912024,2
503456,909040,9
523638,410412,1
523638,459074,2
523638,661704,10
525162,815155,9
532922,516966,1
532922,858545,1
487434,329368,2
487434,845230,4
495317,181852,3
495317,712891,7
501753,158961,6
501753,579152,5
522182,532357,3
532397,130322,9
417238,50642,7
263863,711584,7
270431,526802,8
294479,154400,6
294479,168414,7
294479,293640,2
294479,381038,10
304774,60964,8
304774,70040,2
304774,291318,9
304774,295842,2
304774,575566,1
647548,820904,7
571957,220205,5
571957,390905,1
577893,164136,10
577893,407707,5
577893,452315,1
577893,681354,7
592839,312822,10
592839,641935,10
586960,5657,4
599833,134937,9
599833,332058,3
599833,642429,1
498045,908832,7
498651,911776,6
511979,202889,4
511979,896070,5
558101,67014,4
335728,506204,1
340267,861071,10
394051,710260,7
657083,838660,10
657083,845063,10
671916,687219,8
689349,7314,10
690908,169426,7
695584,795556,3
703762,906306,9
709582,422429,3
727719,323129,7
727719,489295,3
645735,371814,5
683217,380565,9
712795,438491,4
655462,805593,5
699114,739393,5
716648,268046,6
721446,63206,7
721446,104432,4
721446,124753,8
721446,150968,9
721446,300162,3
721446,576431,7
721446,686244,3
721446,701831,1
721526,46941,1
670137,822288,8
685387,125816,9
685387,156417,10
685387,431729,8
710511,280459,2
711280,883197,1
569861,32163,4
569861,147158,9
569861,833034,9
587096,276118,6
593998,3148,1
322069,247517,8
326588,372533,6
358252,404902,3
735227,433994,2
760378,69641,10
761445,684461,3
762175,341406,7
762175,402132,4
763041,170948,4
787009,156886,8
787009,337597,4
727645,605856,1
756715,661045,8
792319,32230,8
792319,79814,2
736479,46955,3
736479,489092,7
736479,843759,1
779623,291667,9
735030,418155,9
774203,8974,4
781393,210155,8
781393,511634,8
789955,891465,8
695336,444986,7
720366,705502,6
470965,694074,6
813119,91467,7
813119,870049,5
813119,894056,1
868136,300034,7
868136,702258,6
868136,770906,5
868136,853874,3
878856,824740,6
878640,129493,10
868515,371037,9
818818,889211,10
855988,481657,3
855988,567525,7
861158,11134,1
861158,165232,5
861158,335237,1
861158,507530,5
861158,579317,4
861158,597958,9
820077,263908,1
822458,691703,7
824219,99036,2
874678,426615,1
740743,68382,1
740743,885948,2
774346,59861,3
774346,630270,6
774876,903910,10
796956,439479,1
420454,23309,7
420454,128669,5
420454,384713,2
420454,633054,6
441602,876602,5
477333,273499,2
891439,125697,1
906185,287548,7
892963,140386,2
910963,674853,5
894222,16545,2
894222,312075,6
892423,518898,1
892423,735200,9
892423,877896,1
899066,643566,4
899066,662355,7
899066,728194,4
899066,850009,4
832700,700101,2
851533,295129,8
852072,780576,4
520118,357870,5
520118,605678,10
543575,10453,4
543575,500627,2
893276,458039,1
897474,197688,5
589475,587721,6
609150,366727,6
609150,640018,4
616905,215271,7
616905,424632,10
616905,875045,3
625920,118231,2
625920,339929,10
625920,524713,2
625920,850615,9
669772,341059,2
669772,542747,2
669772,550067,9
683150,342800,10
698597,745108,4
698597,885605,3
703321,915782,3
704404,159982,9
704404,259814,3
704404,343126,5
704404,364845,7
704404,399400,2
704404,615917,5
711143,216538,4
590407,313024,8
726898,688781,3
736587,247962,10
736587,477561,3
736587,724661,7
757967,766660,5
654841,649422,7
654841,676269,10
662814,57791,8
673040,60937,6
691287,213763,6
707790,715883,8
722049,882678,4
824760,818608,4
756751,816342,4
756751,826558,4
756751,901710,7
776473,39286,8
776473,709243,3
779954,769520,5
887202,101574,8
887202,402350,1
887202,792718,1
888737,326888,7
888764,55745,8
888764,393175,7
833793,261887,2
833793,293086,6
833793,461371,3
833793,649441,8
852957,204321,5
852957,752903,6
853814,651817,7
879219,297456,6
879219,468883,3
879963,551349,10
899264,227675,3
899264,364733,2
899264,527719,2
899264,887710,9
7042,483905,7
7042,579445,6
24338,330761,2
36096,117868,8
56342,116927,2
73077,489295,3
75697,199264,4
75697,301111,4
13825,524135,7
49496,300162,5
61826,154474,4
61826,421481,9
61826,486980,9
61826,805558,1
70191,731017,7
70449,647718,1
70449,746882,3
6586,441732,6
22578,138115,7
27240,356862,1
27240,365611,6
27240,489912,9
39782,147641,1
39782,475011,5
6863,787073,9
6863,865835,7
34713,759443,3
56865,441386,8
56865,679723,2
74218,122681,6
74218,202803,8
113752,474570,7
81133,459074,2
81133,734718,9
81133,737189,4
94531,576489,8
94531,910079,8
102198,187242,2
102198,909257,5
85446,68488,8
80814,682254,1
143877,632360,5
100156,619895,3
102355,233734,6
102355,819159,4
122762,632811,1
122762,760832,6
122762,770117,4
126718,819059,4
46582,283021,2
46582,541275,6
46582,732699,5
46582,824509,10
46582,896481,10
47208,91787,4
47208,491691,8
47208,652782,4
47208,703116,8
47208,835714,2
47208,896903,6
85708,271872,10
87826,723616,10
87826,857361,10
128855,489024,7
197797,278371,6
200862,666882,5
204362,753693,3
204362,873353,4
206703,399608,5
223250,202512,6
223250,272261,8
223250,338322,10
214919,179701,7
214919,765334,8
178999,701083,1
191030,70358,7
191030,420777,5
219432,125521,2
219432,475414,9
219432,548524,2
219432,904073,7
189712,227726,10
189712,885465,7
190804,315864,9
190804,866215,7
195751,6236,7
195751,462102,9
206357,270196,1
219689,456926,9
225036,240375,10
225036,502363,4
227633,478763,10
112774,361180,6
112774,684426,7
140322,8892,5
140322,910916,4
145497,439009,8
145497,444503,2
149989,332103,6
149989,365085,5
149989,576896,1
149989,651164,2
257030,29459,4
257030,191990,6
257030,855235,8
291119,235503,5
291119,314650,1
291119,400219,4
291119,411076,6
291119,877037,4
291119,904899,5
245764,308372,6
245764,852290,5
245764,914998,4
284690,488821,9
289618,586715,7
250127,206247,10
297982,8523,9
297982,30841,8
297982,93908,2
297982,343639,10
269338,48667,7
269338,786907,9
269338,909526,6
286859,862918,9
296504,521531,2
296504,653837,7
304642,61527,9
304642,173976,5
164322,399127,8
164322,704937,7
167081,282019,1
170633,162439,7
170633,597177,7
202255,561742,9
204427,585763,10
205394,419404,4
205394,574388,6
205394,905725,7
206043,229943,1
206043,423631,5
206043,769218,4
352147,100352,6
361219,276455,1
361219,359664,3
337885,881960,2
345726,14014,6
345726,299900,3
376673,737435,7
380586,267666,9
380586,522845,5
380586,555924,9
333006,245673,7
333006,321332,7
366765,546646,10
366765,898171,4
388511,106155,5
388511,196268,8
388511,209638,4
388511,432792,4
388511,511067,6
388511,536174,7
396961,36292,10
363706,353543,10
363706,774513,7
393930,391174,8
393930,463760,1
393930,567379,8
281117,858229,2
289182,775348,5
183557,265397,7
183557,828223,3
199648,286944,3
227974,765334,7
228783,175911,9
420943,740378,10
450235,209978,2
468356,49446,9
468356,640928,2
440477,459074,7
454008,160532,1
454008,904296,8
407577,571657,4
462181,134300,3
405759,407694,7
405759,564355,6
457131,486762,8
457131,536163,8
457131,688112,9
339987,600897,9
342415,211982,1
342415,216385,9
342415,259188,4
342415,312321,4
342415,473360,8
342415,563855,1
342415,569671,6
342415,616269,9
342415,853212,1
342415,889582,6
359507,106007,10
359507,283159,8
359507,743004,2
369226,301513,10
374044,879581,2
400375,165226,1
400375,222596,1
280607,769833,9
302443,459074,4
489463,117947,5
503135,72379,3
503135,340736,7
503135,834499,7
503135,881814,1
507521,186332,6
523986,502487,8
523986,647554,9
523986,686900,2
548181,167319,3
548181,171570,9
548181,486980,4
548181,652939,10
548181,881278,5
554370,9461,3
554370,213559,6
554370,267256,1
533556,452291,10
533556,458303,10
557028,729285,3
496029,152376,1
496029,821423,10
523638,229624,6
523638,687543,1
523638,755315,8
523638,803084,8
523638,904602,4
554001,335457,7
554001,537039,7
495317,365824,4
495317,570721,6
522182,88970,6
522182,702368,1
532397,763407,3
469238,407338,4
469238,615547,7
469238,727245,9
263863,354640,8
270431,262938,9
270431,623863,10
270431,874115,2
276891,625838,9
290647,226479,10
290647,655599,6
294479,112068,8
294479,745478,8
314876,486122,1
318134,122600,3
318134,287583,7
604838,287457,2
604838,765000,5
571957,547405,2
575963,174658,5
575963,453679,8
577893,300259,10
577893,366831,3
577893,603668,5
595340,99265,2
599706,808295,7
563728,448925,4
567304,832921,7
571175,317243,10
575106,486434,2
575106,882678,3
592839,636364,6
592839,677254,6
596175,386970,7
599833,15995,6
599833,620043,4
599833,897866,1
498045,275619,8
498045,701744,9
498045,712985,10
511979,87027,7
326926,146966,3
335728,486980,2
657083,51390,8
657083,866680,5
671916,312725,10
695584,535747,6
703762,818382,5
709582,682966,8
709582,883165,2
727719,912874,5
662064,54147,3
683217,186070,3
683217,349160,8
712795,53607,5
712795,201778,4
712795,517410,6
712795,625933,6
679698,661593,4
699114,355474,8
716648,29916,4
721446,7112,8
721446,232534,4
721446,271661,1
721446,318960,6
721446,461665,10
721446,487440,5
721446,507408,5
721446,600165,1
721446,702480,2
685387,239538,8
569861,493589,10
593998,155287,6
593998,808450,8
326588,14375,10
336099,414365,1
358252,143367,5
358252,173417,5
358252,776205,4
749300,651845,10
760378,263125,4
762175,162633,4
763041,506627,10
779043,881733,4
787009,858910,5
794355,161100,8
740953,320413,3
756715,177942,9
756715,619177,8
799557,507431,3
736479,348143,7
736479,825904,2
779623,534176,7
754031,352975,9
764174,913480,5
781393,178688,9
781393,183501,2
781393,630124,7
797365,325458,8
429721,765334,1
431854,57113,8
431854,658882,10
836897,192404,2
836897,366166,10
839034,911120,8
872777,722083,1
878640,874045,6
852209,462619,1
852209,837194,4
855988,234914,4
855988,760716,6
866283,3054,9
866283,445764,1
866283,757831,3
820077,111766,1
820077,519818,6
822458,631876,4
822458,661950,2
822458,862499,6
824219,734139,8
826748,178922,3
836034,815904,4
846250,384666,6
874678,80400,9
874678,544208,10
740743,705511,4
786615,532814,5
796956,22128,10
796956,295366,7
796956,785398,2
404269,132134,9
405922,808971,2
405922,896668,7
420454,913295,4
476144,413933,5
906185,416711,10
906185,557124,3
906185,810836,2
907739,542606,6
907739,594480,1
912508,688540,6
892423,858535,2
899066,528092,9
832700,295119,6
832700,298396,2
851533,421456,7
543575,438493,2
543575,752882,4
891767,114880,2
893276,448696,1
893276,878228,9
581751,445245,4
596665,799195,10
609514,847525,6
625920,69746,2
625920,366827,1
625920,888743,1
669772,66885,9
669772,533088,4
669772,675855,7
703321,148507,8
703321,166327,7
703321,306026,1
703321,619636,8
704404,457802,1
704404,705657,9
704404,827172,2
617709,617050,7
628964,26914,7
726898,337214,6
735820,73402,6
736587,523061,6
757967,771849,6
785158,750304,10
799291,889582,3
654841,241475,10
654841,577972,9
654841,915609,9
691287,159297,5
691287,192570,10
707790,41842,4
707790,302633,2
873275,511601,7
873275,831375,3
756751,407610,1
756751,523386,9
756751,673091,9
776473,680451,7
779954,90900,4
779954,186397,3
779954,508944,5
887202,342714,10
888764,21623,6
888764,137048,7
888764,857847,3
821610,187422,4
821610,818151,7
833793,119505,8
834440,896410,10
852957,7575,9
852957,598130,1
876053,364834,7
876053,379986,2
879219,736447,9
879219,790217,5
899264,204311,8
899264,316792,9
899264,380159,3
7042,354915,10
7042,713007,5
7042,794856,8
7042,837791,8
7042,842547,1
17892,294337,3
24338,358523,7
70011,535556,5
75697,273210,4
75697,287356,7
75697,525786,9
14684,377780,7
6013,185821,2
13825,914842,7
61826,538137,3
70191,128323,7
70191,736474,4
70449,127040,10
70449,162804,5
70449,520776,10
70449,854599,1
7843,264924,4
10670,807340,9
45779,430346,4
45779,705612,8
45779,894850,8
73932,774414,4
50920,328747,7
39782,101402,5
44490,481145,3
44490,741060,7
74218,685252,5
79781,525340,2
113752,724787,7
81133,102623,7
81133,285706,1
81133,568104,9
81133,692212,9
146625,309817,8
146625,715308,10
85446,617906,4
80814,834395,5
106360,894932,2
143877,104550,10
100156,815761,9
102355,599287,1
126718,485479,6
126718,618959,8
149181,365505,8
149712,916308,4
5105,64540,3
5105,264213,3
5105,354763,9
46582,381687,5
46582,851744,8
46582,857665,4
47208,396321,2
57399,163348,3
127790,315824,10
130754,151336,10
130754,512398,9
197797,454445,6
223250,522472,10
223250,555796,5
194094,517766,10
194094,721467,3
214919,717165,7
191030,388425,9
191030,885605,6
219432,353760,4
219432,593658,9
219432,764654,10
226903,15566,7
226903,67286,9
226903,110441,10
226903,852883,3
238953,129760,4
238953,834531,6
189712,177356,8
189712,273998,2
223000,23097,6
225036,423250,4
112774,549291,5
140322,310096,6
140322,494011,4
141595,500668,10
145497,185067,7
145497,567543,9
149989,726964,3
257030,133044,6
287384,503775,10
291119,119619,9
291119,146579,4
291119,250417,3
291119,324299,10
291119,438406,8
291119,496428,2
291119,567723,6
291119,616477,5
291119,731736,7
291119,865772,8
291119,916191,1
284690,479771,7
289880,521494,5
307235,267294,5
307235,448961,9
250127,909201,8
297982,558791,1
268205,113384,6
275358,353200,9
296504,660109,8
296504,696376,1
164322,483130,9
164322,753007,2
164322,814069,2
164322,828355,6
167081,794371,1
167081,913335,6
202255,422212,6
204427,30434,7
204427,323616,2
204427,657468,1
352147,336622,4
381184,749905,10
373894,461472,2
376673,911436,1
333006,572212,4
388511,755511,2
388511,822624,4
388511,897335,9
393930,146923,5
393930,163452,7
393930,460759,1
393930,707473,7
281117,197031,7
289182,396321,9
183557,185067,7
199648,353026,2
228783,278710,3
420943,403623,10
420943,428420,9
450235,75186,4
450235,509290,4
450376,427629,8
468356,193786,8
468356,784584,2
468356,856815,8
422731,236554,3
422731,561189,6
422731,758716,7
440477,316083,4
440477,623363,6
454008,113180,7
454008,231252,10
454008,685270,8
454008,846955,5
417135,825092,7
426308,551696,9
426308,657478,3
465104,10573,10
407577,36292,4
407577,137876,3
407577,391639,2
462181,594073,6
462181,841189,7
405759,158810,7
417548,217455,7
443363,781590,9
447985,859845,8
457131,799114,4
339987,461179,1
342415,8329,9
342415,59448,6
342415,78516,8
342415,118938,2
342415,189048,8
342415,524874,7
342415,700148,3
342415,781336,6
342415,807879,4
342415,808913,7
391521,344194,10
400375,417190,6
400375,778176,7
280607,797488,2
489463,625719,4
502063,742125,10
503135,304656,2
503135,332138,6
503135,816390,3
522039,155067,6
548181,513390,8
554370,121867,7
554370,163637,6
554370,489314,8
533556,13710,3
533556,19621,7
533556,605900,7
554591,599265,6
557028,506943,1
561054,564024,10
496029,87778,3
503456,407998,8
523638,732203,3
525162,444248,10
525162,663366,8
525162,756497,7
532922,259061,2
495317,583349,8
501753,136205,1
522182,538445,2
532397,587544,1
532397,646939,1
559029,667226,8
249006,13679,7
249006,636582,10
270431,259515,8
270431,794798,10
276891,258913,2
276891,564521,5
276891,592828,6
279702,3054,8
290647,97400,8
290647,599036,5
292443,658639,6
294479,446143,4
294479,499242,10
294479,575503,10
294479,635722,8
304774,111328,4
314876,268140,10
314876,726984,3
604838,231161,9
604838,279718,5
611929,144512,2
571957,749393,5
575963,859850,9
563728,409834,4
589849,777491,1
592839,694055,9
592839,744828,10
592839,911792,2
615186,102254,7
586960,867171,10
599833,90061,3
599833,613021,9
498045,318644,8
498045,456245,7
498045,828963,6
511979,722876,8
548120,632357,3
558101,491915,1
335728,155597,9
335728,581879,7
394051,265972,8
655376,543990,3
655376,634132,7
671916,424266,9
689349,482254,2
709582,403894,8
709582,724135,4
645735,90069,7
645735,486980,6
645735,913113,5
683217,614505,4
683217,673080,5
683217,740955,8
712795,510017,2
676744,131890,3
676744,745228,7
679698,608319,9
693150,416038,7
693658,212988,1
693658,297505,3
693658,491910,3
699114,644671,5
699114,668314,8
716648,218738,8
721446,68465,4
721446,76426,1
721446,300993,2
721446,343313,10
721446,479000,1
721446,869513,10
685387,722161,10
700080,751013,4
569861,113873,7
569861,202188,3
569861,246866,6
569861,717547,4
593998,26995,5
593998,372377,2
322069,505262,7
322069,836045,10
326588,113966,10
326588,163075,7
336099,831885,7
358252,162802,7
358252,416400,2
358252,818902,1
730542,452291,3
760378,357972,4
762175,220802,7
763041,238988,3
763041,267890,5
763041,365622,2
787009,303,10
794355,279984,3
740953,448961,8
740953,481755,6
740953,488717,6
740953,534167,10
736479,228009,8
736479,245018,10
736479,276876,9
736479,336708,1
735030,891714,7
754031,109564,4
754031,182121,4
754031,261766,10
754031,650017,2
754031,687124,10
757871,754836,7
781393,747216,5
789955,729924,1
789955,863964,6
429721,72625,1
429721,509256,4
429721,687265,8
431854,167445,1
431854,491195,7
431854,568667,6
442547,789315,4
456804,847041,2
813119,673847,8
813119,832433,1
813119,870444,5
878856,846221,1
861918,215884,8
861918,461472,4
861918,722784,9
863411,581163,1
878640,31461,1
878640,505409,2
855988,222107,7
855988,252186,6
861158,478576,9
861158,630991,7
861158,686828,8
866283,577757,4
866283,736404,6
805857,309879,2
805857,613467,3
806373,477120,4
820077,21682,8
822458,682144,10
836034,393352,10
874678,640831,8
764621,914322,1
774346,255526,4
774876,54147,9
786615,324502,4
786615,690366,1
796956,160820,10
796956,721816,10
796956,866529,9
405922,833442,2
420454,254265,1
420454,624767,6
437681,912874,9
441602,896410,1
476144,199343,4
477333,301642,4
477333,585451,2
477333,632695,2
906185,686651,3
907739,178396,8
907739,355745,9
907739,851204,8
892963,227047,8
912508,96197,5
912508,486586,7
894222,729180,10
900134,696559,7
892423,98965,3
892423,270602,8
892423,388594,2
824586,391826,7
832700,60525,6
851533,7456,3
851533,204961,9
851533,910834,5
520118,380806,2
